audio_path,audio_filename.wav,subtitle,text_for_tts,original_english
\voice\timings\opponent_ahead_has_bad_reputation,5_male.wav,"dieser Typ hat eine schlechte Reputation, pass auf dich auf, wenn du an ihm vorbeikommst","dieser Typ hat eine schlechte Reputation, pass auf dich auf, wenn du an ihm vorbeikommst","this guy's got a bad reputation, watch yourself when you pass"
\voice\timings\opponent_ahead_has_bad_reputation,6.wav,"Der Fahrer vor dir ist kein sauberer Rennfahrer, halte das im Kopf.","Der Fahrer vor dir ist kein sauberer Rennfahrer, halte das im Kopf.","the driver in front's not a clean racer, bare it in mind"
\voice\timings\opponent_ahead_has_bad_reputation,6_male.wav,"Der Typ vor dir ist kein sauberer Rennfahrer, halte das im Kopf.","Der Typ vor dir ist kein sauberer Rennfahrer, halte das im Kopf.","the guy in front's not a clean racer, bear it in mind"
\voice\timings\opponent_ahead_has_bad_reputation,7.wav,"dieser Fahrer hat eine schlechte Reputation, erwarte keinen fairen Kampf","dieser Fahrer hat eine schlechte Reputation, erwarte keinen fairen Kampf","this driver's got a bad reputation, don't expect a fair fight"
\voice\timings\opponent_ahead_has_bad_reputation,7_male.wav,"passt auf diesen Typ auf, er hat eine schlechte Reputation","passt auf diesen Typ auf, er hat eine schlechte Reputation","be careful with this guy, he's got a bad reputation"
\voice\timings\opponent_ahead_has_bad_reputation,8_male.wav,"dieser Typ hat ein schlechtes Image, erwarte keinen fairen Kampf","dieser Typ hat ein schlechtes Image, erwarte keinen fairen Kampf","this guy's got a bad rep, don't expect a fair fight"
\voice\timings\opponent_ahead_has_bad_reputation,9_male.wav,"dieser Typ hat eine schlechte Reputation, pass auf dich auf","dieser Typ hat eine schlechte Reputation, pass auf dich auf","this guy's got a bad reputation, watch yourself"
\voice\timings\opponent_ahead_has_below_average_reputation,1.wav,"der Ruf dieses Fahrers ist fragwürdig, halte das im Kopf","der Ruf dieses Fahrers ist fragwürdig, halte das im Kopf","this driver's reputation's a it sketchy, bare it in mind"
\voice\timings\opponent_ahead_has_below_average_reputation,10_male.wav,"Die Typen vor dir sind etwas unfallanfällig, sei hier vorsichtig","Die Typen vor dir sind etwas unfallanfällig, sei hier vorsichtig","the guys in front's a bit incident prone, be careful here"
\voice\timings\opponent_ahead_has_below_average_reputation,1_male.wav,"die Reputation dieses Typs ist ein bisschen fragwürdig, halte das im Auge","die Reputation dieses Typs ist ein bisschen fragwürdig, halte das im Auge","this guy's reputation's a bit sketchy, bear it in mind"
\voice\timings\opponent_ahead_has_below_average_reputation,2.wav,"Der Fahrer vor dir ist nicht dafür bekannt, fair zu spielen, sei vorsichtig","Der Fahrer vor dir ist nicht dafür bekannt, fair zu spielen, sei vorsichtig","the driver in front's not known for playing fair, be careful"
\voice\timings\opponent_ahead_has_below_average_reputation,2.wav,"Der Fahrer vor dir ist nicht dafür bekannt, fair zu spielen, sei vorsichtig","Der Fahrer vor dir ist nicht dafür bekannt, fair zu spielen, sei vorsichtig","the driver in front's not known for playing fair, be careful"
\voice\timings\opponent_ahead_has_below_average_reputation,3.wav,der Ruf dieses Fahrers ist nicht gut,der Ruf dieses Fahrers ist nicht gut,this driver's reputation's not great
\voice\timings\opponent_ahead_has_below_average_reputation,3_male.wav,"Der Typ vor dir hatte viele Unfälle, halte Abstand von ihm","Der Typ vor dir hatte viele Unfälle, halte Abstand von ihm","the guy in front's had a lot of incidents, give him a wide berth"
\voice\timings\opponent_ahead_has_below_average_reputation,4.wav,"Dieser Fahrer hat keine gute Reputation, sei vorsichtig","Dieser Fahrer hat keine gute Reputation, sei vorsichtig","this driver's not got a good reputation, be careful"
\voice\timings\opponent_ahead_has_below_average_reputation,4_male.wav,dieser Typ hat keine gute Reputation,dieser Typ hat keine gute Reputation,this guy's reputation's not great
\voice\timings\opponent_ahead_has_below_average_reputation,5.wav,"Die Reputation des Fahrers vor dir ist nicht gut, pass auf","Die Reputation des Fahrers vor dir ist nicht gut, pass auf","the driver in front's reputation's not good, take care"
\voice\timings\opponent_ahead_has_below_average_reputation,5_male.wav,"Dieser Typ hat keine gute Reputation, sei hier etwas vorsichtig","Dieser Typ hat keine gute Reputation, sei hier etwas vorsichtig","this guy's not got a good reputation, be a bit careful here"
\voice\timings\opponent_ahead_has_below_average_reputation,6.wav,"Der Fahrer vor dir hatte viele Unfälle, halte das im Kopf.","Der Fahrer vor dir hatte viele Unfälle, halte das im Kopf.","the driver in front's had a lot of incidents, bare it in mind"
\voice\timings\opponent_ahead_has_below_average_reputation,6_male.wav,"der Typ vor dir hat keine gute Reputation, pass auf","der Typ vor dir hat keine gute Reputation, pass auf","the guy in front's reputation is not good, take care"
\voice\timings\opponent_ahead_has_below_average_reputation,7.wav,"der Ruf dieses Fahrers ist unterdurchschnittlich, pass auf dich auf","der Ruf dieses Fahrers ist unterdurchschnittlich, pass auf dich auf","this driver's rep is below average, watch yourself"
\voice\timings\opponent_ahead_has_below_average_reputation,7_male.wav,"dieser Typ hatte viele Unfälle, halte das im Kopf","dieser Typ hatte viele Unfälle, halte das im Kopf","this guy's had a lot of incidents, bear it in mind"
\voice\timings\opponent_ahead_has_below_average_reputation,8.wav,Die Reputation des Fahrers vorne ist nicht gut,Die Reputation des Fahrers vorne ist nicht gut,the driver in front's reputation isn't great
\voice\timings\opponent_ahead_has_below_average_reputation,8.wav,Die Reputation des Fahrers vorne ist nicht gut,Die Reputation des Fahrers vorne ist nicht gut,the driver in front's reputation isn't great
\voice\timings\opponent_ahead_has_below_average_reputation,9_male.wav,"der Ruf dieses Typs ist unterdurchschnittlich, pass auf dich auf","der Ruf dieses Typs ist unterdurchschnittlich, pass auf dich auf","this guy's rep is below average, watch yourself"
\voice\timings\opponent_behind_has_bad_reputation,1.wav,"Der Fahrer hinterher hat ein schlechtes Image, Ärger ist zu erwarten","Der Fahrer hinterher hat ein schlechtes Image, Ärger ist zu erwarten","the driver behind's got a poor reputation, expect trouble"
\voice\timings\opponent_behind_has_bad_reputation,10_male.wav,"der Typ hinter dir hatte schon viele Unfälle, pass auf","der Typ hinter dir hatte schon viele Unfälle, pass auf","the guy behind's had loads of incidents, be careful"
\voice\timings\opponent_behind_has_bad_reputation,1_male.wav,"der Typ hinterher hat ein schlechtes Image, bereite dich auf Probleme vor","der Typ hinterher hat ein schlechtes Image, bereite dich auf Probleme vor","the guy behind's got a poor reputation, prepare for trouble"
\voice\timings\opponent_behind_has_bad_reputation,2.wav,"der Fahrer hinter dir ist wirklich unfallanfällig, hier muss man vorsichtig sein","der Fahrer hinter dir ist wirklich unfallanfällig, hier muss man vorsichtig sein","the driver behind is really accident prone, be careful here"
\voice\timings\opponent_behind_has_bad_reputation,2_male.wav,"der Typ hinter dir ist wirklich unfallanfällig, hier muss man vorsichtig sein","der Typ hinter dir ist wirklich unfallanfällig, hier muss man vorsichtig sein","the guy behind's really accident-prone, be careful here"
\voice\timings\opponent_behind_has_bad_reputation,3.wav,"Die Reputation des Fahrers hinter dir ist wirklich schlecht, sei vorsichtig","Die Reputation des Fahrers hinter dir ist wirklich schlecht, sei vorsichtig","the driver behind's reputation is really bad, be careful"
\voice\timings\opponent_behind_has_bad_reputation,3.wav,"der Ruf des Fahrers hinter dir ist wirklich schlecht, sei vorsichtig","der Ruf des Fahrers hinter dir ist wirklich schlecht, sei vorsichtig","the driver behind's reputation is really bad, be careful"
\voice\timings\opponent_behind_has_bad_reputation,4.wav,"der Fahrer hinter dir hat einen schlechten Ruf, pass auf","der Fahrer hinter dir hat einen schlechten Ruf, pass auf","the driver behind has got a bad rep, take care"
\voice\timings\opponent_behind_has_bad_reputation,4_male.wav,"Achte auf die Spiegel, dieser Typ hatte schon viele Unfälle","Achte auf die Spiegel, dieser Typ hatte schon viele Unfälle","watch your mirrors, this guy's had a lot of incidents"
\voice\timings\opponent_behind_has_bad_reputation,5.wav,"der Fahrer hinter dir ist nicht bekannt dafür, sauber zu fahren, passe auf","der Fahrer hinter dir ist nicht bekannt dafür, sauber zu fahren, passe auf","the driver behind is not known for driving clean, watch out"
\voice\timings\opponent_behind_has_bad_reputation,5_male.wav,der Typ hinterher hat ein schlechtes Image,der Typ hinterher hat ein schlechtes Image,the guy behind's got a bad rep
\voice\timings\opponent_behind_has_bad_reputation,6.wav,"der Fahrer hinter dir hatte viele Unfälle, sei vorsichtig","der Fahrer hinter dir hatte viele Unfälle, sei vorsichtig","the driver behind's had loads of incidents, be careful"
\voice\timings\opponent_behind_has_bad_reputation,6_male.wav,"der Typ hinter dir hat einen schlechten Ruf, pass auf","der Typ hinter dir hat einen schlechten Ruf, pass auf","the guy behind's got a bad reputation, take care"
\voice\timings\opponent_behind_has_bad_reputation,7_male.wav,"der Typ hinter dir ist wirklich unfallanfällig, sei vorsichtig","der Typ hinter dir ist wirklich unfallanfällig, sei vorsichtig","the guy behind's really accident-prone, be careful"
\voice\timings\opponent_behind_has_bad_reputation,8_male.wav,"der Typ hinter dir ist nicht bekannt für sauberes Fahren, pass hier auf dich auf","der Typ hinter dir ist nicht bekannt für sauberes Fahren, pass hier auf dich auf","the guy behind's not know for driving clean, watch yourself here"
\voice\timings\opponent_behind_has_bad_reputation,9_male.wav,der Typ hinterher hat eine schlechte Reputation,der Typ hinterher hat eine schlechte Reputation,the guy behind's got a bad reputation
\voice\timings\opponent_behind_has_below_average_reputation,1.wav,"der Fahrer hinter dir ist ein bisschen unzuverlässig, achte hier auf deine Spiegel","der Fahrer hinter dir ist ein bisschen unzuverlässig, achte hier auf deine Spiegel","the driver behind's a bit sketchy, watch your mirrors here"
\voice\timings\opponent_behind_has_below_average_reputation,10_male.wav,"der Typ hinter dir ist kein sauberer Rennfahrer, pass auf dich auf","der Typ hinter dir ist kein sauberer Rennfahrer, pass auf dich auf","the guy behind isn't the cleanest racer, watch yourself"
\voice\timings\opponent_behind_has_below_average_reputation,1_male.wav,"der Typ hinter dir ist ein bisschen suspekt, achte hier auf deine Spiegel","der Typ hinter dir ist ein bisschen suspekt, achte hier auf deine Spiegel","the guy behind's a bit sketchy, watch your mirrors here"
\voice\timings\opponent_behind_has_below_average_reputation,2.wav,"Achte hier auf die Spiegel, der Fahrer hinter dir hat keine gute Reputation.","Achte hier auf die Spiegel, der Fahrer hinter dir hat keine gute Reputation.","watch your mirrors here, the driver behind's reputation is not great"
\voice\timings\opponent_behind_has_below_average_reputation,2_male.wav,"Achte auf deine Spiegel hier, der Typ hinter dir hat keine gute Reputation.","Achte auf deine Spiegel hier, der Typ hinter dir hat keine gute Reputation.","watch your mirrors here, the guy behind's reputation's not great"
\voice\timings\opponent_behind_has_below_average_reputation,3.wav,"der Fahrer hinterhat kürzlich viele Unfälle gehabt, halte das im Auge","der Fahrer hinterhat kürzlich viele Unfälle gehabt, halte das im Auge","the driver behind's had lots of incidents lately, bare it in mind"
\voice\timings\opponent_behind_has_below_average_reputation,3_male.wav,"der Typ hinter dir hatte kürzlich viele Unfälle, halte das im Kopf","der Typ hinter dir hatte kürzlich viele Unfälle, halte das im Kopf","the guy behind's had a lot of incidents recently, bear it in mind"
\voice\timings\opponent_behind_has_below_average_reputation,4.wav,"der Fahrer hinter dir ist kein sauberer Rennfahrer, hier musst du aufpassen","der Fahrer hinter dir ist kein sauberer Rennfahrer, hier musst du aufpassen","the driver behind is not the cleanest racer, take care here"
\voice\timings\opponent_behind_has_below_average_reputation,4_male.wav,"der Typ hinter dir ist kein sauberer Rennfahrer, hier musst du aufpassen","der Typ hinter dir ist kein sauberer Rennfahrer, hier musst du aufpassen","the guy behind's not the cleanest racer, take care here"
\voice\timings\opponent_behind_has_below_average_reputation,5.wav,der Ruf des Fahrers hinterher ist nicht gut,der Ruf des Fahrers hinterher ist nicht gut,the driver behind's reputation is not good
\voice\timings\opponent_behind_has_below_average_reputation,5_male.wav,Die Reputation des Kerls hinterher ist nicht gut,Die Reputation des Kerls hinterher ist nicht gut,the guy behind's reputation isn't great
\voice\timings\opponent_behind_has_below_average_reputation,6.wav,"Der Fahrer hinter dir hat einen fragwürdigen Ruf, sei vorsichtig","Der Fahrer hinter dir hat einen fragwürdigen Ruf, sei vorsichtig","the driver behind's got a sketchy reputation, be careful"
\voice\timings\opponent_behind_has_below_average_reputation,6_male.wav,"der Typ hinter dir hat eine etwas fragwürdige Reputation, sei vorsichtig","der Typ hinter dir hat eine etwas fragwürdige Reputation, sei vorsichtig","the guy behind's got a bit of a sketchy reputation, be careful"
\voice\timings\opponent_behind_has_below_average_reputation,7.wav,"der Fahrer hinter dir hatte kürzlich ein paar Unfälle, halte das im Auge","der Fahrer hinter dir hatte kürzlich ein paar Unfälle, halte das im Auge","the driver behind's had a few incidents lately, bare it in mind"
\voice\timings\opponent_behind_has_below_average_reputation,7_male.wav,der Typ hinter mir fährt nicht sehr sauber,der Typ hinter mir fährt nicht sehr sauber,the guy behind doesn't race very clean
\voice\timings\opponent_behind_has_below_average_reputation,8_male.wav,"der Kerl hinter dir hat keine so gute Reputation, wie er sollte, passe auf","der Kerl hinter dir hat keine so gute Reputation, wie er sollte, passe auf","the guy behind's reputation isn't as good as it should be, take care"
\voice\timings\opponent_behind_has_below_average_reputation,9_male.wav,der Typ hinter mir hatte kürzlich ein paar Unfälle,der Typ hinter mir hatte kürzlich ein paar Unfälle,the guy behind's had a few incidents recently
