audio_filename,original_text,text_for_tts
\voice\timings\behind_is_increasing:2.wav,"behind is increasing, it's now",
\voice\timings\behind_is_increasing:3.wav,"behind is increasing, it's now",
\voice\timings\behind_is_now:1.wav,behind is now,
\voice\timings\behind_is_now:2.wav,behind is now,
\voice\timings\behind_is_now:3.wav,behind is now,
\voice\timings\being_held_up:1.wav,"keep putting the pressure on, force a mistake",
\voice\timings\being_held_up:10_male.wav,"come on, we need to be in front of this guy",
\voice\timings\being_held_up:11_male.wav,we need to be in front of this guy,
\voice\timings\being_held_up:13_male.wav,"come on, pass him already",
\voice\timings\being_held_up:14_male.wav,"you're losing time here, man, we need to pass him",
\voice\timings\being_held_up:15_male.wav,"there's gotta be a chance here, keep harrying him",
\voice\timings\being_held_up:16.wav,"don't wait too long, find that gap",
\voice\timings\being_held_up:1_op_prefix_ok_male.wav,"keep piling on the pressure, he'll make a mistake",
\voice\timings\being_held_up:2.wav,we really need to be in front of this car,
\voice\timings\being_held_up:20.wav,"keep searching, you'll find a gap",
\voice\timings\being_held_up:21_male.wav,"stay close, wait for him to crack",
\voice\timings\being_held_up:22_male.wav,"stay on him, there'll be a chance",
\voice\timings\being_held_up:23_male.wav,"stay close, see if we can unsettle him",
\voice\timings\being_held_up:24.wav,"okay, mate, watch for a mistake",
\voice\timings\being_held_up:25_male.wav,"keep pushing him, there'll be a chance here",
\voice\timings\being_held_up:26.wav,"come on, find a way around, we're losing time",
\voice\timings\being_held_up:27_male.wav,"you're wasting time behind this guy, get your elbows out and get around him",
\voice\timings\being_held_up:28.wav,"come on, find a gap",
\voice\timings\being_held_up:29_male.wav,"keep the pressure on, don't give him a break",
\voice\timings\being_held_up:2_op_prefix_ok_male.wav,"stay close, wait for him to make a mistake",
\voice\timings\being_held_up:3.wav,"stay close, there might be a chance here",
\voice\timings\being_held_up:30_male.wav,"keep the pressure on, don't give him any respite",
\voice\timings\being_held_up:31_male.wav,"come on, nail him already",
\voice\timings\being_held_up:32_male.wav,"okay, mate, we really think you should pass this guy",
\voice\timings\being_held_up:33_male.wav,"come on, man, send it already",
\voice\timings\being_held_up:35.wav,"you're just gonna have to send it, mate",
\voice\timings\being_held_up:3_male.wav,"stick with him, keep him under pressure",
\voice\timings\being_held_up:4.wav,"stay close, there might be a chance here",
\voice\timings\being_held_up:4_male.wav,"come on, keep pressing him, force that mistake",
\voice\timings\being_held_up:5.wav,"stay close, keep the pressure on",
\voice\timings\being_held_up:6.wav,"come on, just send it",
\voice\timings\being_held_up:7.wav,"we're wasting a lot of time here, get your elbows out and force the pass",
\voice\timings\being_held_up:8_male.wav,"keep him in your sights, force the mistake",
\voice\timings\being_held_up:9.wav,stay close,
\voice\timings\being_held_up:sweary_12.wav,"pass the bastard, come on, do it now",
\voice\timings\being_held_up:sweary_17.wav,"come on, we can have this bastard",
\voice\timings\being_held_up:sweary_34.wav,"come on, just fucking send it",
\voice\timings\being_held_up:sweary_6.wav,"come on, nail this fucker",
\voice\timings\being_held_up:sweary_7_op_prefix_ok.wav,"this bastard's holding you up, you've gotta find a way past",
\voice\timings\being_held_up:sweary_8.wav,"that's enough dicking about, come on, send it",
\voice\timings\being_held_up:sweary_8_op_prefix_ok.wav,"you need to pass this twat, you're losing too much time",
\voice\timings\being_held_up:sweary_9_male.wav,"come on, stop fannying about, fucking pass him",
\voice\timings\being_pressured:1.wav,"use all the track, force them to find the gap",
\voice\timings\being_pressured:10_male.wav,"defend your position, don't let him through",
\voice\timings\being_pressured:11_male.wav,"don't be intimidated, keep him behind you",
\voice\timings\being_pressured:13.wav,"don't be distracted, defend your position",
\voice\timings\being_pressured:14.wav,let's see how wide you can make this thing,
\voice\timings\being_pressured:16.wav,"time to get defensive, mate",
\voice\timings\being_pressured:17_male.wav,"make him do all the work, focus on your exits",
\voice\timings\being_pressured:18_male.wav,"just ignore him, he'll go away",
\voice\timings\being_pressured:19_male.wav,"use all the track, force him to find the gap",
\voice\timings\being_pressured:1_op_prefix_ok.wav,"hold your nerve, just keep it smooth, no mistakes",
\voice\timings\being_pressured:2.wav,"stick to the plan, don't be intimidated",
\voice\timings\being_pressured:20.wav,"slow in, fast out, keep the inside line covered",
\voice\timings\being_pressured:2_male.wav,"he's all over you, keep your exit speeds up, stay smooth",
\voice\timings\being_pressured:3.wav,"defend hard, make them work for it",
\voice\timings\being_pressured:3_male.wav,"come on, don't make it easy for him, make him go the long way around",
\voice\timings\being_pressured:4.wav,"don't be pressured, keep your exit speeds up",
\voice\timings\being_pressured:4_op_prefix_ok_male.wav,don't let this guy distract you,
\voice\timings\being_pressured:5.wav,"hold your nerve, make them do the work",
\voice\timings\being_pressured:5_male.wav,don't let this guy intimidate you,
\voice\timings\being_pressured:sweary_12_male.wav,"this fucker's trying to distract you, don't let him",
\voice\timings\being_pressured:sweary_6_op_prefix_ok_male.wav,"don't be intimidated by this little shit, make him work for it",
\voice\timings\being_pressured:sweary_7.wav,"keep your concentration, make the bastard work for it",
\voice\timings\being_pressured:sweary_8_op_prefix_ok.wav,"ignore that fucker in the mirror, stick to your line, nail those exits",
\voice\timings\gap_behind_decreasing:1.wav,"the car behind is catching, the gap's now",
\voice\timings\gap_behind_decreasing:1_male.wav,"the guy behind's catching, the gap is now",
\voice\timings\gap_behind_decreasing:2.wav,"the car behind is reeling you in, the gap is now",
\voice\timings\gap_behind_decreasing:2_male.wav,"the guy behind's reeling you in, the gap's now",
\voice\timings\gap_behind_decreasing:3.wav,the gap behind has now decreased to,
\voice\timings\gap_behind_increasing:1.wav,"you're pulling away, the gap behind is now",
\voice\timings\gap_behind_increasing:2_male.wav,"you're pulling away from the guy behind, the gap's now",
\voice\timings\gap_behind_increasing:3.wav,the gap behind's increased to,
\voice\timings\gap_behind_is_now:1.wav,the gap behind is now,
\voice\timings\gap_behind_is_now:2.wav,the gap behind is now,
\voice\timings\gap_behind_is_now:3.wav,the gap behind is now,
\voice\timings\gap_in_front_decreasing:1_op_suffix_come_on.wav,"you're reeling this car in, the gap's now",
\voice\timings\gap_in_front_decreasing:1_op_suffix_come_on_male.wav,"you're gaining on this guy, the gap's now",
\voice\timings\gap_in_front_decreasing:2_op_prefix_ok.wav,"you're gaining on this car, the gap is",
\voice\timings\gap_in_front_decreasing:2_op_prefix_ok_male.wav,"you're reeling this guy in, the gap's now",
\voice\timings\gap_in_front_decreasing:3_op_prefix_ok.wav,"you're gaining on the car in front, the gap's now",
\voice\timings\gap_in_front_decreasing:3_op_prefix_ok_male.wav,"you're gaining on the guy in front, the gap is",
\voice\timings\gap_in_front_increasing:1.wav,"the gap in front is increasing, the gap is now",
\voice\timings\gap_in_front_increasing:2.wav,"the gap in front has increased, it's now about",
\voice\timings\gap_in_front_increasing:3.wav,the gap in front has increased to,
\voice\timings\gap_in_front_is_now:1.wav,the gap in front is now,
\voice\timings\gap_in_front_is_now:2.wav,the gap in front is now,
\voice\timings\gap_in_front_is_now:3.wav,the gap ahead is now,
\voice\timings\he_is_faster_entering_corner:1.wav,they're quicker than you entering,
\voice\timings\he_is_faster_entering_corner:1_male.wav,he's faster than you entering,
\voice\timings\he_is_faster_entering_corner:2.wav,they're quicker than us entering,
\voice\timings\he_is_faster_entering_corner:2_male.wav,he's quicker than you into,
\voice\timings\he_is_faster_entering_corner:3.wav,they're faster than us into,
\voice\timings\he_is_faster_entering_corner:3_male.wav,he's faster than you into,
\voice\timings\he_is_faster_through_corner:1.wav,they're quicker than us through,
\voice\timings\he_is_faster_through_corner:2.wav,they're faster than use through,
\voice\timings\he_is_faster_through_corner:3.wav,they're faster than us in,
\voice\timings\he_is_faster_through_corner:4_male.wav,he's faster than you through,
\voice\timings\he_is_faster_through_corner:5_male.wav,he's quicker than us through,
\voice\timings\he_is_faster_through_corner:6_male.wav,he's quicker than us in,
\voice\timings\he_is_slower_entering_corner:1.wav,they're pretty slow into,
\voice\timings\he_is_slower_entering_corner:1_male.wav,he's pretty slow into,
\voice\timings\he_is_slower_entering_corner:2.wav,they're slower than us into,
\voice\timings\he_is_slower_entering_corner:2_male.wav,he's slower than us into,
\voice\timings\he_is_slower_entering_corner:3.wav,they're slow into,
\voice\timings\he_is_slower_entering_corner:3_male.wav,he's slow into,
\voice\timings\he_is_slower_through_corner:1.wav,they're pretty slow through,
\voice\timings\he_is_slower_through_corner:2.wav,they're slower than us through,
\voice\timings\he_is_slower_through_corner:3.wav,they're slow through,
\voice\timings\he_is_slower_through_corner:4_male.wav,he's pretty slow through,
\voice\timings\he_is_slower_through_corner:5_male.wav,he's slower than us through,
\voice\timings\he_is_slower_through_corner:6_male.wav,he's slow through,
\voice\timings\in_the_gap_is_now:1.wav,"in, the gap is now",
\voice\timings\in_the_gap_is_now:2.wav,"in, the gap is now",
\voice\timings\in_the_gap_is_now:3.wav,"in, the gap is",
\voice\timings\is_reeling_you_in:1.wav,"is reeling you in, the gap's now",
\voice\timings\is_reeling_you_in:10.wav,"is closing the gap, it's now",
\voice\timings\is_reeling_you_in:11.wav,"is getting closer, the gap's now",
\voice\timings\is_reeling_you_in:2.wav,"is gaining on you, the gap's now",
\voice\timings\is_reeling_you_in:3.wav,"is reeling you in, the gap's now",
\voice\timings\is_reeling_you_in:4.wav,"is gaining on you, the gap is now",
\voice\timings\is_reeling_you_in:5.wav,"is getting closer, the gap's come down to",
\voice\timings\is_reeling_you_in:6.wav,"is closing you down, the gap has come down to",
\voice\timings\is_reeling_you_in:7.wav,"is closing in, the gap is now",
\voice\timings\is_reeling_you_in:8.wav,"is getting closer, the gap's now",
\voice\timings\is_reeling_you_in:9.wav,"is getting closer, the gap is now",
\voice\timings\opponent_ahead_has_bad_reputation:1.wav,the driver in front's got a bad reputation,
\voice\timings\opponent_ahead_has_bad_reputation:1_male.wav,the guy in front's got a bad reputation,
\voice\timings\opponent_ahead_has_bad_reputation:2.wav,"take care here, the driver in front's got previous",
\voice\timings\opponent_ahead_has_bad_reputation:2_male.wav,"take care, the guy in front's got previous",
\voice\timings\opponent_ahead_has_bad_reputation:3.wav,"take care here, the driver in front's not know for playing fair",
\voice\timings\opponent_ahead_has_bad_reputation:3_male.wav,"be careful here, the guy in front's not known for playing fair",
\voice\timings\opponent_ahead_has_bad_reputation:4.wav,"take care, this driver's got a bad rep",
\voice\timings\opponent_ahead_has_bad_reputation:4_male.wav,"take care, this guy's got a bad reputation",
\voice\timings\opponent_ahead_has_bad_reputation:5.wav,"this driver's got a bad reputation, watch yourself when you pass",
\voice\timings\opponent_ahead_has_bad_reputation:5_male.wav,"this guy's got a bad reputation, watch yourself when you pass",
\voice\timings\opponent_ahead_has_bad_reputation:6.wav,"the driver in front's not a clean racer, bare it in mind",
\voice\timings\opponent_ahead_has_bad_reputation:6_male.wav,"the guy in front's not a clean racer, bear it in mind",
\voice\timings\opponent_ahead_has_bad_reputation:7.wav,"this driver's got a bad reputation, don't expect a fair fight",
\voice\timings\opponent_ahead_has_bad_reputation:7_male.wav,"be careful with this guy, he's got a bad reputation",
\voice\timings\opponent_ahead_has_bad_reputation:8_male.wav,"this guy's got a bad rep, don't expect a fair fight",
\voice\timings\opponent_ahead_has_bad_reputation:9_male.wav,"this guy's got a bad reputation, watch yourself",
\voice\timings\opponent_ahead_has_below_average_reputation:1.wav,"this driver's reputation's a it sketchy, bare it in mind",
\voice\timings\opponent_ahead_has_below_average_reputation:10_male.wav,"the guys in front's a bit incident prone, be careful here",
\voice\timings\opponent_ahead_has_below_average_reputation:1_male.wav,"this guy's reputation's a bit sketchy, bear it in mind",
\voice\timings\opponent_ahead_has_below_average_reputation:2.wav,"the driver in front's not known for playing fair, be careful",
\voice\timings\opponent_ahead_has_below_average_reputation:2.wav,"the driver in front's not known for playing fair, be careful",
\voice\timings\opponent_ahead_has_below_average_reputation:3.wav,this driver's reputation's not great,
\voice\timings\opponent_ahead_has_below_average_reputation:3_male.wav,"the guy in front's had a lot of incidents, give him a wide berth",
\voice\timings\opponent_ahead_has_below_average_reputation:4.wav,"this driver's not got a good reputation, be careful",
\voice\timings\opponent_ahead_has_below_average_reputation:4_male.wav,this guy's reputation's not great,
\voice\timings\opponent_ahead_has_below_average_reputation:5.wav,"the driver in front's reputation's not good, take care",
\voice\timings\opponent_ahead_has_below_average_reputation:5_male.wav,"this guy's not got a good reputation, be a bit careful here",
\voice\timings\opponent_ahead_has_below_average_reputation:6.wav,"the driver in front's had a lot of incidents, bare it in mind",
\voice\timings\opponent_ahead_has_below_average_reputation:6_male.wav,"the guy in front's reputation is not good, take care",
\voice\timings\opponent_ahead_has_below_average_reputation:7.wav,"this driver's rep is below average, watch yourself",
